project_name,date,edition,score,comment,category,year,month,scoreType
Система Главбух,2025-09-17 14:08:13,БСС упр,10,"Для нашей организации это оптимальный вариант, если говорить о цене и качестве. Нам идут навстречу при небольшом финансировании из областного бюджета. Спасибо.",Другое,2025,9,promoter
Система Госфинансы,2025-09-17 14:24:10,Госфинансы Плюс ,10,10 и Все!,Другое,2025,9,promoter
Система Культура,2025-09-17 14:25:02,Культура Плюс,10,Все очень информативно.,Другое,2025,9,promoter
Система Управление МКД,2025-09-17 14:48:21,УМД ВИП,10,Много полезной информации и хорошая подача материала,Контент/Материалы,2025,9,promoter
Система Кадры,2025-09-17 15:18:47,КСС Плюс,10,очень удобная информационная система,Платформа/Удобство,2025,9,promoter
Система Завуч,2025-09-17 15:19:54,Завуч СуперВИП,10,-,Другое,2025,9,promoter
Система Госфинансы,2025-09-17 16:14:34,Госфинансы Плюс ,10,Большое спаасибо!,Другое,2025,9,promoter
Казахстан Система Главбух,2025-08-25 09:33:53,КЗ Главбух Плюс,10,Можно найти ответ на любой вопрос,Другое,2025,8,promoter
Система Образование,2025-09-17 17:09:58,Образование Плюс,10,удобно и актуально,Платформа/Удобство,2025,9,promoter
Система Главная медсестра,2025-09-17 18:28:21,Главмедсестра Плюс ,10,ОТЛИЧНО,Общее удовлетворение,2025,9,promoter
